timeStamp,UIWaveMakerMode,UIWaveMakerPos,UIWaveMakerHeight,UIWaveMakerFrequency,UIWaveMakerSigH,UIWaveMakerPeakF,UIWaveMakergamma,UIWecMode,UIWecTorque,UIWeckP,UIWeckD,UIWecHeight,UIWecFrequency,UIWecSigH,UIWecPeakF,UIWecgamma,probe1,probe2,waveMakerPos,waveMakerDebugData,wecPos,wecTau,wecPower,wecVel
77558.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-3.375E-4,0.16455539,-0.0,0.0,0.042885743,0.0,-0.0,0.15087873
77590.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-2.8928573E-4,0.16441074,-0.0,0.0,0.047573246,0.0,-0.0,0.14648438
77622.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-2.8928573E-4,0.16441074,-0.0,0.0,0.05232422,0.0,-0.0,0.14892593
77653.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-2.4107142E-4,0.16460358,-0.0,0.0,0.056811526,0.0,-0.0,0.15771464
77684.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-3.375E-4,0.16474822,-0.0,0.0,0.06036133,0.0,-0.0,0.14599636
77716.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-3.375E-4,0.1647,-0.0,0.0,0.0630957,0.0,-0.0,0.113281235
77747.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-5.303572E-4,0.16455537,-0.0,0.0,0.06453614,0.0,-0.0,0.07714853
77778.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-5.7857146E-4,0.16450717,-0.0,0.0,0.064882815,0.0,-0.0,0.033202767
77810.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-6.267858E-4,0.16441074,-0.0,0.0,0.064882815,0.0,-0.0,0.0068359077
77842.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-6.750001E-4,0.16421786,-0.0,0.0,0.06458496,0.0,-0.0,0.0
77873.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-6.750001E-4,0.16416964,-0.0,0.0,0.06348633,0.0,0.0,-0.018066168
77903.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-8.1964285E-4,0.16436252,-0.0,0.0,0.061425783,0.0,0.0,-0.040526688
77934.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-8.1964285E-4,0.16445895,-0.0,0.0,0.058110353,0.0,0.0,-0.0717774
77966.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-8.6785713E-4,0.16436252,-0.0,0.0,0.053696293,0.0,0.0,-0.11083968
77998.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-7.232143E-4,0.16426608,-0.0,0.0,0.04879883,0.0,0.0,-0.14746115
78030.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-6.75E-4,0.16426608,-0.0,0.0,0.043540042,0.0,0.0,-0.16943365
78061.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-5.303571E-4,0.16426608,-0.0,0.0,0.03858887,0.0,0.0,-0.16308576
78093.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-4.3392857E-4,0.16426608,-0.0,0.0,0.033403322,0.0,0.0,-0.1650393
78124.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-2.8928573E-4,0.16441071,-0.0,0.0,0.028339844,0.0,0.0,-0.16455092
78155.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-1.4464287E-4,0.1647,-0.0,0.0,0.022734376,0.0,0.0,-0.1669921
78187.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-4.8214286E-5,0.16494109,-0.0,0.0,0.01663086,0.0,0.0,-0.1806641
78220.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,4.8214286E-5,0.16494109,-0.0,0.0,0.010317383,0.0,0.0,-0.19628909
78251.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,9.642857E-5,0.16494109,-0.0,0.0,0.0045556645,0.0,0.0,-0.20214851
78282.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.4464287E-4,0.16489288,-0.0,0.0,4.8828126E-5,0.0,0.0,-0.17724611
78315.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,5.820766E-12,0.16484466,-0.0,0.0,-0.0032812501,0.0,0.0,-0.12939455
78347.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-9.642856E-5,0.1646518,-0.0,0.0,-0.006206055,0.0,0.0,-0.10351563
78378.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-1.9285714E-4,0.16460359,-0.0,0.0,-0.008564454,0.0,0.0,-0.08886717
